81 B 3 2 0.760 4 14.07 In PIT D180 TSP10 + 0.056m 0.030

82 B 3 4 0.940 7 21.29 In PIT D180 TSP10 + 0.055m 0.020

83 B 3 5 0.820 7 19.73 In PIT D180 TSP8 + 0.611m 0.020

84 B 3 6 0.740 4 14.38 In PIT D180 TSP3 + 0.284m 0.030

85 B 3 7 1.780 9 26.55 In PIT D180 TSP10 + 0.141m 0.020

86 B 3 11 0.650 5 16.18 In PIT D180 TSP7 + 0.044m 0.030

87 B 3 12 1.160 7 21.89 In PIT D180 TSP9 + 0.207m 0.020

88 B 3 13 2.500 7 20.74 In PIT D180 TEO + 0.197m 0.060

89 B 3 14 1.490 7 20.79 In PIT D180 TSP3 + 0.065m 0.020

90 B 3 15 0.540 7 20.54 In PIT D180 TSP2 + 0.239m 0.030

91 B 3 17 1.260 6 17.97 In PIT D180 TEO + 0.109m 0.020

92 B 3 18 0.960 6 18.45 In PIT D180 TSP1 + 0.571m 0.020

93 B 3 19 1.000 5 17.04 In PIT D180 TSP6 + 0.579m 0.020

94 B 3 21 1.460 4 14.29 In PIT D180 TSP9 + 0.339m 0.040

95 B 3 22 0.810 9 25.30 In PIT D180 TSP10 + 0.606m 0.030

96 B 3 23 1.020 3 11.04 In PIT D180 TSP5 + 0.082m 0.020

97 B 3 25 1.270 6 19.16 In PIT D180 TSP5 + 0.671m 0.030

98 B 3 26 0.880 6 19.39 In PIT D180 TSP6 + 0.613m 0.030

99 B 3 30 1.300 7 19.72 In PIT D180 TSP4 + 0.161m 0.020

100 B 3 31 0.840 3 13.94 In PIT D180 TSP10 + 0.694m 0.020

101 B 3 32 1.510 7 21.97 In PIT D180 TSP10 + 0.694m 0.090

102 B 3 33 1.060 3 13.96 In PIT D180 TSP10 + 0.246m 0.020

103 B 3 34 0.780 3 14.02 In PIT D180 TSP7 + 0.091m 0.020

104 B 3 35 1.790 3 14.09 In PIT D180 TSP10 + 0.216m 0.020

105 B 3 36 0.840 9 28.57 In PIT D180 TSP9 + 0.444m 0.010

106 B 3 37 1.360 6 20.97 In PIT D180 TSP9 + 0.168m 0.010

107 B 3 38 2.790 12 35.20 In PIT D180 TSP11 + 0.198m 0.030

108 B 3 39 1.040 5 18.83 In PIT D180 TSP11 + 0.033m 0.010

109 B 3 40 1.090 6 19.49 In PIT D180 TSP4 + 0.296m 0.020

110 B 3 41 1.420 4 15.70 In PIT D180 TSP10 + 0.313m 0.020

111 B 3 44 1.910 9 26.80 In PIT D180 TSP1 + 0.423m 0.050

112 B 3 46 1.300 7 22.00 In PIT D180 TSP7 + 0.079m 0.030

113 B 3 49 0.930 6 19.99 In PIT D180 TSP1 + 0.341m 0.030

114 B 3 50 0.640 3 14.35 In PIT D180 TSP11 + 0.153m 0.020

115 B 3 53 1.340 8 24.84 In PIT D180 TSP9 + 0.318m 0.020

116 B 4 1 0.510 7 21.35 In PIT D180 TSP7 + 0.138m 0.020

117 B 4 3 0.880 4 13.50 In PIT D180 TSP9 + 0.299m 0.020

118 B 4 5 1.580 6 18.25 In PIT D180 TSP9 + 0.241m 0.020

119 B 4 6 0.670 6 17.71 In PIT D180 TSP8 + 0.072m 0.030

120 B 4 7 0.850 6 18.57 In PIT D180 TSP11 + 0.096m 0.030

121 B 4 11 0.920 7 20.39 In PIT D180 TSP5 + 0.044m 0.020

122 B 4 13 0.910 5 15.82 In PIT D180 TSP9 + 0.048m 0.020

123 B 4 14 0.740 5 16.40 In PIT D180 TSP2 + 0.302m 0.040

124 B 4 15 2.140 7 21.23 In PIT D180 TSP9 + 0.366m 0.020

125 B 4 18 0.890 7 21.14 In PIT D180 TSP7 + 0.115m 0.010

126 B 4 21 1.330 8 23.05 In PIT D180 TEO + 0.178m 0.030

127 B 4 22 0.670 6 19.00 In PIT D180 TSP4 + 0.418m 0.010

128 B 4 23 1.170 6 18.59 In PIT D180 TSP10 + 0.258m 0.020

129 B 4 27 1.120 7 20.51 In PIT D180 TSP10 + 0.192m 0.020

130 B 4 28 0.970 4 14.33 In PIT D180 TSP2 + 0.348m 0.020

131 B 4 30 2.270 8 23.71 In PIT D180 TSP11 + 0.140m 0.020

132 B 4 33 3.020 3 14.59 In PIT D180 TSP10 + 0.219m 0.030

133 B 4 35 1.000 6 21.05 In PIT D180 TSP10 + 0.591m 0.010

134 B 4 36 0.820 8 25.19 In PIT D180 TSP9 + 0.233m 0.010

135 B 4 37 3.100 7 23.87 In PIT D180 TSP8 + 0.237m 0.020

136 B 4 38 0.740 8 24.61 In PIT D180 TSP10 + 0.134m 0.020

137 B 4 39 0.720 10 29.26 In PIT D180 TSP7 + 0.521m 0.020

138 B 4 41 0.850 4 16.56 In PIT D180 TSP4 + 0.204m 0.010

139 B 4 43 0.580 5 18.00 In PIT D180 TSP10 + 0.155m 0.020

140 B 4 44 1.570 5 19.30 In PIT D180 TSP11 + 0.061m 0.010

141 B 4 45 0.800 7 22.80 In PIT D180 TSP9 + 0.304m 0.010

142 B 4 46 1.070 7 23.69 In PIT D180 TSP10 + 0.028m 0.020

143 B 4 49 1.560 4 16.55 In PIT D180 TSP10 + 0.711m 0.020

144 B 4 50 1.270 5 19.33 In PIT D180 TSP8 + 0.448m 0.020

145 B 4 53 1.590 8 25.29 In PIT D180 TSP10 + 0.108m 0.020

146 B 4 54 0.640 6 20.54 In PIT D180 TSP9 + 0.548m 0.030

147 B 5 1 0.750 7 20.44 In PIT D180 TSP9 + 0.476m 0.020

148 B 5 2 3.180 12 32.47 In PIT D180 TEO + 0.119m 0.030

149 B 5 3 0.510 6 18.33 In PIT D180 TSP2 + 0.387m 0.020

150 B 5 4 1.280 9 24.48 In PIT D180 TSP5 + 0.065m 0.030

151 B 5 5 1.020 7 20.51 In PIT D180 TSP9 + 0.423m 0.020

152 B 5 8 1.080 5 15.55 In PIT D180 TSP7 + 0.323m 0.030

153 B 5 9 0.920 5 14.86 In PIT D180 TEO + 0.168m 0.010

154 B 5 10 1.050 8 23.26 In PIT D180 TSP4 + 0.033m 0.030

155 B 5 11 1.750 3 10.28 In PIT D180 TEO + 0.165m 0.030

156 B 5 12 1.110 5 14.76 In PIT D180 TSP8 + 0.409m 0.040

157 B 5 14 0.900 5 15.03 In PIT D180 TSP7 + 0.142m 0.020

158 B 5 15 2.560 5 14.81 In PIT D180 TEO + 0.146m 0.020

159 B 5 16 0.880 6 18.39 In PIT D180 TSP7 + 0.600m 0.020

160 B 5 17 1.440 7 19.79 In PIT D180 TEO + 0.159m 0.030

161 B 5 18 0.880 5 15.21 In PIT D180 TSP11 + 0.271m 0.020

162 B 5 23 0.850 6 17.17 In PIT D180 TSP6 + 0.348m 0.030

163 B 5 25 1.230 5 16.65 In PIT D180 TSP7 + 0.271m 0.020

164 B 5 26 0.630 3 11.73 In PIT D180 TSP3 + 0.026m 0.020

165 B 5 27 0.750 5 16.52 In PIT D180 TSP10 + 0.219m 0.020

166 B 5 30 0.720 5 16.63 In PIT D180 TSP1 + 0.629m 0.040

167 B 5 32 1.640 6 20.45 In PIT D180 TSP9 + 0.355m 0.020

168 B 5 33 0.770 8 26.41 In PIT D180 TSP8 + 0.076m 0.020

169 B 5 34 1.390 3 14.28 In PIT D180 TSP3 + 0.600m 0.010

170 B 5 35 2.080 6 20.65 In PIT D180 TSP11 + 0.246m 0.010

171 B 5 36 1.090 4 15.69 In PIT D180 TSP9 + 0.372m 0.020

172 B 5 37 1.750 8 24.20 In PIT D180 TSP10 + 0.604m 0.040

173 B 5 38 1.090 9 27.07 In PIT D180 TSP9 + 0.367m 0.020

174 B 5 40 0.740 6 21.09 In PIT D180 TSP11 + 0.188m 0.020

175 B 5 41 1.800 4 15.17 In PIT D180 TSP10 + 0.672m 0.020

176 B 5 42 1.900 7 21.88 In PIT D180 TSP3 + 0.313m 0.010

177 B 5 43 0.800 5 18.40 In PIT D180 TSP11 + 0.449m 0.020

178 B 5 44 0.840 5 19.31 In PIT D180 TSP9 + 0.208m 0.020

179 B 5 45 0.970 7 22.45 In PIT D180 TSP6 + 0.369m 0.010

180 B 5 46 4.360 12 34.62 In PIT D180 TSP9 + 0.358m 0.030

181 B 5 47 1.410 4 16.03 In PIT D180 TSP3 + 0.256m 0.030

182 B 5 49 1.290 7 22.90 In PIT D180 TSP9 + 0.073m 0.010

183 B 5 50 0.790 6 20.57 In PIT D180 TSP7 + 0.089m 0.020

184 B 5 52 1.500 9 28.53 In PIT D180 TSP10 + 0.213m 0.020

185 B 6 1 0.490 5 16.99 In PIT D180 TSP2 + 0.397m 0.020

186 B 6 4 0.680 4 13.76 In PIT D180 TSP5 + 0.348m 0.030

187 B 6 7 0.900 6 18.16 In PIT D180 TSP5 + 0.126m 0.020

188 B 6 8 1.540 5 14.78 In PIT D180 TSP10 + 1.047m 0.030

189 B 6 10 0.650 4 14.16 In PIT D180 TEO + 0.379m 0.020

190 B 6 12 0.690 5 16.16 In PIT D180 TSP3 + 0.234m 0.040

191 B 6 13 4.520 5 16.54 In PIT D180 TSP10 + 0.547m 0.050

192 B 6 14 2.960 7 21.33 In PIT D180 TSP10 + 0.582m 0.040

193 B 6 15 0.890 4 14.43 In PIT D180 TSP11 + 0.592m 0.030

194 B 6 16 0.920 4 14.47 In PIT D180 TEO + 0.144m 0.020

195 B 6 17 0.840 5 15.25 In PIT D180 TSP11 + 0.658m 0.020

196 B 6 20 1.110 3 12.05 In PIT D180 TSP4 + 0.586m 0.020

197 B 6 22 1.100 3 11.48 In PIT D180 TSP10 + 0.382m 0.030

198 B 6 23 1.400 3 12.18 In PIT D180 TEO + 0.117m 0.020

199 B 6 24 1.310 12 32.76 In PIT D180 TSP8 + 0.307m 0.050

200 B 6 25 0.870 6 18.25 In PIT D180 TSP2 + 0.387m 0.010

201 B 6 26 0.790 3 11.01 In PIT D180 TSP2 + 0.084m 0.020

202 B 6 28 1.620 8 22.59 In PIT D180 TSP2 + 0.436m 0.010

203 B 6 29 1.180 6 19.35 In PIT D180 TSP10 + 1.008m 0.030

204 B 6 31 1.160 7 21.76 In PIT D180 TSP10 + 0.220m 0.020

205 B 6 32 1.290 6 20.50 In PIT D180 TSP10 + 0.366m 0.040

206 B 6 33 1.640 3 14.24 In PIT D180 TSP9 + 0.418m 0.010

207 B 6 34 1.000 4 16.39 In PIT D180 TSP11 + 0.155m 0.010

208 B 6 35 1.480 6 21.16 In PIT D180 TSP9 + 0.042m 0.020

209 B 6 36 1.010 7 23.47 In PIT D180 TSP9 + 0.454m 0.020

210 B 6 37 1.340 7 23.46 In PIT D180 TSP8 + 0.276m 0.020

211 B 6 38 0.610 5 17.55 In PIT D180 TSP5 + 0.645m 0.020

212 B 6 39 1.920 11 33.01 In PIT D180 TSP4 + 0.399m 0.010

311 B 9 10 2.010 6 17.90 In PIT D180 TSP7 + 0.396m 0.010

312 B 9 11 1.030 7 20.94 In PIT D180 TSP6 + 0.287m 0.020

313 B 9 13 0.590 4 13.15 In PIT D180 TSP2 + 0.098m 0.010

314 B 9 14 0.810 7 19.79 In PIT D180 TSP7 + 0.066m 0.020

315 B 9 15 1.210 6 17.48 In PIT D180 TSP7 + 0.354m 0.010

316 B 9 16 1.290 5 16.86 In PIT D180 TSP9 + 0.164m 0.020

317 B 9 17 0.870 3 10.96 In PIT D180 TSP4 + 0.272m 0.020

318 B 9 19 1.130 7 19.64 In PIT D180 TSP8 + 0.202m 0.020

319 B 9 20 1.810 8 22.73 In PIT D180 TEO + 0.185m 0.060

320 B 9 21 0.760 5 15.09 In PIT D180 TSP2 + 0.451m 0.020

321 B 9 23 2.460 3 11.50 In PIT D180 TSP3 + 0.041m 0.030

322 B 9 25 0.520 7 20.53 In PIT D180 TSP11 + 0.268m 0.010

323 B 9 27 1.530 5 16.35 In PIT D180 TSP11 + 0.204m 0.020

324 B 9 29 1.370 6 19.23 In PIT D180 TSP9 + 0.371m 0.030

213 B 6 40 0.980 4 14.96 In PIT D180 TSP8 + 0.508m 0.020

214 B 6 41 1.980 3 13.47 In PIT D180 TSP10 + 0.367m 0.050

215 B 6 42 1.440 3 14.23 In PIT D180 TSP10 + 0.194m 0.020

216 B 6 43 0.960 6 20.74 In PIT D180 TSP10 + 0.797m 0.030

217 B 6 45 1.710 2 11.34 In PIT D180 TSP10 + 0.781m 0.030

218 B 6 46 1.260 6 20.60 In PIT D180 TSP10 + 0.564m 0.020

219 B 6 47 0.500 6 21.52 In PIT D180 TSP4 + 0.133m 0.020

220 B 6 49 1.830 8 24.84 In PIT D180 TSP6 + 0.189m 0.050

221 B 6 50 1.080 10 29.13 In PIT D180 TSP11 + 0.149m 0.020

222 B 6 51 0.550 7 22.45 In PIT D180 TSP7 + 0.411m 0.020

223 B 6 52 3.120 6 19.43 In PIT D180 TSP11 + 0.338m 0.030

224 B 6 53 3.770 16 43.16 In PIT D180 TSP10 + 0.274m 0.020

225 B 6 54 1.230 6 20.50 In PIT D180 TSP10 + 0.226m 0.020

226 B 7 1 1.060 7 20.64 In PIT D180 TSP8 + 0.331m 0.040

227 B 7 4 0.870 4 14.51 In PIT D180 TSP6 + 0.591m 0.020

228 B 7 7 1.060 6 19.05 In PIT D180 TSP2 + 0.318m 0.020

229 B 7 8 0.950 3 11.02 In PIT D180 TSP8 + 0.451m 0.020

230 B 7 9 0.970 6 17.84 In PIT D180 TSP9 + 0.214m 0.020

231 B 7 10 0.780 6 19.31 In PIT D180 TSP6 + 0.436m 0.020

232 B 7 11 1.360 8 22.74 In PIT D180 TSP5 + 0.256m 0.010

233 B 7 12 1.070 6 18.72 In PIT D180 TSP10 + 0.492m 0.020

234 B 7 13 0.780 13 35.96 In PIT D180 TSP8 + 0.654m 0.010

235 B 7 18 1.670 6 17.23 In PIT D180 TSP9 + 0.441m 0.010

236 B 7 19 1.470 4 12.71 In PIT D180 TEO + 0.156m 0.030

237 B 7 23 1.920 4 14.60 In PIT D180 TSP6 + 0.508m 0.020

238 B 7 24 1.400 5 15.34 In PIT D180 TSP5 + 0.061m 0.040

239 B 7 25 0.610 7 21.81 In PIT D180 TSP3 + 0.294m 0.020

240 B 7 27 0.590 5 15.41 In PIT D180 TSP10 + 0.623m 0.030

241 B 7 28 1.190 5 16.30 In PIT D180 TSP3 + 0.422m 0.030

242 B 7 29 1.180 5 14.71 In PIT D180 TSP8 + 0.528m 0.020

243 B 7 30 1.070 4 13.11 In PIT D180 TSP10 + 0.432m 0.030

244 B 7 31 1.510 4 15.59 In PIT D180 TSP8 + 0.181m 0.030

245 B 7 33 1.220 8 24.23 In PIT D180 TSP10 + 0.161m 0.040

246 B 7 34 2.000 6 20.35 In PIT D180 TSP10 + 0.688m 0.060

247 B 7 36 0.770 2 11.83 In PIT D180 TSP11 + 0.093m 0.030

248 B 7 38 0.740 2 10.74 In PIT D180 TSP2 + 0.202m 0.020

249 B 7 39 0.730 2 11.30 In PIT D180 TSP10 + 0.328m 0.020

250 B 7 41 2.160 7 21.90 In PIT D180 TSP10 + 0.396m 0.030

251 B 7 43 1.190 7 22.46 In PIT D180 TSP9 + 0.343m 0.030

252 B 7 45 0.980 7 23.64 In PIT D180 TSP9 + 0.082m 0.010

253 B 7 46 4.720 13 36.79 In PIT D180 TSP10 + 0.351m 0.060

254 B 7 48 1.250 7 22.73 In PIT D180 TSP10 + 0.857m 0.020

255 B 7 49 1.540 5 19.36 In PIT D180 TSP10 + 0.576m 0.050

256 B 7 50 0.970 8 24.31 In PIT D180 TSP2 + 0.412m 0.030

257 B 7 51 1.140 5 17.57 In PIT D180 TSP10 + 0.588m 0.030

258 B 7 52 1.140 5 18.58 In PIT D180 TSP10 + 0.342m 0.030

259 B 7 53 1.250 3 12.72 In PIT D180 TSP6 + 0.461m 0.030

260 B 7 54 1.150 3 12.91 In PIT D180 TSP11 + 0.133m 0.030

261 B 7 55 1.610 3 13.68 In PIT D180 TSP10 + 0.319m 0.010

262 B 8 1 0.830 3 12.22 In PIT D180 TSP2 + 0.359m 0.020

263 B 8 4 0.750 7 20.78 In PIT D180 TSP6 + 0.398m 0.030

264 B 8 5 1.090 3 11.27 In PIT D180 TSP10 + 0.315m 0.030

265 B 8 6 0.580 6 18.57 In PIT D180 TSP7 + 0.099m 0.020

266 B 8 9 1.270 6 18.49 In PIT D180 TSP10 + 0.349m 0.030

267 B 8 10 1.070 6 18.15 In PIT D180 TSP7 + 0.125m 0.020

268 B 8 13 2.360 9 24.96 In PIT D180 TSP1 + 0.100m 0.030

269 B 8 14 0.940 5 16.39 In PIT D180 TSP9 + 0.273m 0.020

270 B 8 15 0.840 4 12.80 In PIT D180 TSP5 + 0.287m 0.030

271 B 8 16 0.900 5 14.72 In PIT D180 TSP10 + 0.577m 0.060

272 B 8 17 2.640 4 13.58 In PIT D180 TSP5 + 0.077m 0.020

273 B 8 19 0.770 7 21.54 In PIT D180 TSP7 + 0.441m 0.010

274 B 8 20 0.690 3 10.32 In PIT D180 TSP9 + 0.287m 0.020

275 B 8 21 0.980 5 15.79 In PIT D180 TSP10 + 0.314m 0.080

276 B 8 23 1.310 4 12.53 In PIT D180 TSP6 + 0.221m 0.030

277 B 8 24 0.640 7 19.87 In PIT D180 TSP4 + 0.286m 0.010

278 B 8 25 0.660 4 13.92 In PIT D180 TSP6 + 0.462m 0.030

279 B 8 26 0.750 4 13.45 In PIT D180 TSP3 + 0.098m 0.020

280 B 8 27 1.090 3 12.16 In PIT D180 TSP6 + 0.038m 0.030

281 B 8 28 1.220 6 18.77 In PIT D180 TSP9 + 0.368m 0.030

282 B 8 29 0.890 5 15.65 In PIT D180 TSP3 + 0.240m 0.020

283 B 8 31 1.010 8 25.56 In PIT D180 TSP9 + 0.186m 0.020

284 B 8 32 1.310 7 22.08 In PIT D180 TSP9 + 0.147m 0.020

285 B 8 33 1.120 7 22.09 In PIT D180 TSP10 + 0.506m 0.040

286 B 8 34 1.750 10 30.55 In PIT D180 TSP4 + 0.420m 0.020

287 B 8 35 0.790 5 17.33 In PIT D180 TSP10 + 0.194m 0.020

288 B 8 36 1.140 2 12.36 In PIT D180 TSP4 + 0.180m 0.030

289 B 8 37 1.230 4 16.02 In PIT D180 TSP1 + 0.230m 0.030

290 B 8 38 0.860 3 14.60 In PIT D180 TSP10 + 0.091m 0.020

291 B 8 39 0.590 7 22.19 In PIT D180 TSP6 + 0.231m 0.010

292 B 8 40 1.110 3 14.40 In PIT D180 TSP9 + 0.402m 0.030

293 B 8 41 1.190 9 27.84 In PIT D180 TSP10 + 0.107m 0.030

294 B 8 43 1.060 8 24.23 In PIT D180 TSP9 + 0.356m 0.030

295 B 8 44 1.010 3 13.77 In PIT D180 TSP1 + 0.174m 0.030

296 B 8 45 1.050 9 27.89 In PIT D180 TSP7 + 0.304m 0.030

297 B 8 47 1.910 7 23.57 In PIT D180 TSP9 + 0.307m 0.010

298 B 8 48 1.010 2 11.25 In PIT D180 TSP10 + 0.724m 0.010

299 B 8 49 0.840 5 18.27 In PIT D180 TSP4 + 0.136m 0.020

300 B 8 50 1.780 7 23.18 In PIT D180 TSP10 + 0.118m 0.040

301 B 8 51 0.690 6 21.44 In PIT D180 TSP10 + 0.113m 0.020

302 B 8 52 2.280 10 30.00 In PIT D180 TSP10 + 0.146m 0.030

303 B 8 54 1.900 6 20.14 In PIT D180 TSP10 + 0.413m 0.040

304 B 8 56 2.250 6 20.23 In PIT D180 TSP11 + 0.520m 0.050

305 B 9 1 0.470 12 33.19 In PIT D180 TSP7 + 0.148m 0.010

306 B 9 2 0.500 5 15.78 In PIT D180 TSP9 + 0.168m 0.020

307 B 9 3 0.830 3 11.66 In PIT D180 TSP5 + 0.669m 0.020

308 B 9 6 0.970 3 10.34 In PIT D180 TSP8 + 0.568m 0.020

309 B 9 7 1.250 6 17.55 In PIT D180 TSP8 + 0.619m 0.010

310 B 9 8 1.270 8 22.09 In PIT D180 TSP3 + 0.207m 0.020

325 B 9 30 0.980 8 22.44 In PIT D180 TSP9 + 0.129m 0.020

326 B 9 31 1.440 3 13.61 In PIT D180 TSP10 + 0.431m 0.030

327 B 9 32 1.200 4 16.36 In PIT D180 TSP10 + 0.253m 0.020

328 B 9 33 1.710 11 32.70 In PIT D180 TSP10 + 0.599m 0.070

329 B 9 34 1.410 6 20.37 In PIT D180 TSP10 + 0.433m 0.040

330 B 9 35 0.730 5 19.05 In PIT D180 TSP5 + 0.051m 0.020

331 B 9 37 4.280 12 34.81 In PIT D180 TSP10 + 0.119m 0.030

332 B 9 38 1.110 8 24.64 In PIT D180 TSP10 + 0.175m 0.020

333 B 9 40 0.910 7 23.55 In PIT D180 TSP4 + 0.196m 0.030

334 B 9 41 1.270 2 11.08 In PIT D180 TSP10 + 0.487m 0.040

335 B 9 42 0.970 7 23.22 In PIT D180 TSP5 + 0.298m 0.020

336 B 9 45 2.210 11 31.41 In PIT D180 TSP8 + 0.617m 0.020

337 B 9 46 1.690 3 12.66 In PIT D180 TSP11 + 0.075m 0.020

338 B 9 47 1.100 2 11.78 In PIT D180 TSP11 + 0.088m 0.020

339 B 9 48 0.740 7 23.84 In PIT D180 TSP2 + 0.032m 0.020

340 B 9 50 0.810 3 13.65 In PIT D180 TEO + 0.319m 0.030

