ID Zone Row Col Volts Deg. Depth Side Eval Channel Location Extent
55 A-A 70 24 1.870 190 DNT D180 TSP15 + 0.092m 0.010

56 A-A 71 3 1.170 191 DNT D180 TSP15 + 0.058m 0.020

57 A-A 71 7 1.020 192 DNT D180 TSP15 + 0.059m 0.010

58 A-A 71 13 1.180 190 DNT D180 TSP15 + 0.067m 0.010

59 A-A 72 3 1.220 192 DNT D180 TSP15 + 0.099m 0.020

60 A-A 72 7 1.690 191 DNT D180 TSP16 + 0.069m 0.010

61 A-A 72 13 1.630 190 DNT D180 TSP16 + 0.064m 0.010

62 A-A 72 19 1.700 191 DNT D180 TSP15 + 0.087m 0.010

63 A-A 73 8 1.030 190 DNT D180 TSP16 + 0.068m 0.010

64 A-A 73 20 1.130 189 DNT D180 TSP15 + 0.083m 0.010

65 A-A 76 3 1.230 190 DNT D180 TSP7 + 0.287m 0.010

66 A-A 76 4 1.370 191 DNT D180 TSP16 + 0.306m 0.010

67 A-A 77 14 1.040 190 DNT D180 TSP16 + 0.191m 0.020

68 A-A 77 20 1.080 189 DNT D180 TSP15 + 0.132m 0.030

69 A-A 78 5 1.070 190 DNT D180 TSP15 + 0.078m 0.010

70 A-A 79 1 4.180 189 DNT D180 TSP11 + 0.250m 0.020

71 A-A 79 24 1.200 189 DNT D180 TSP15 + 0.097m 0.030

72 A-B 1 2 6.790 194 DNT MIX1 TSP6 + 0.006m 0.020

73 A-B 1 3 3.640 195 DNT MIX1 TSP6 + 0.007m 0.030

74 A-B 1 4 1.790 195 DNT MIX1 TSP6 + 0.006m 0.020

75 A-B 1 5 3.150 190 DNT D180 TSP3 + 0.146m 0.020

76 A-B 2 1 4.490 195 DNT MIX1 TSP6 + 0.006m 0.020

77 A-B 2 2 3.770 195 DNT MIX1 TSP6 + 0.004m 0.020

78 A-B 3 1 5.380 194 DNT MIX1 TSP6 + 0.007m 0.020

79 A-B 4 1 4.990 194 DNT MIX1 TSP6 + 0.007m 0.020

80 A-B 4 2 2.330 195 DNT MIX1 TSP6 + 0.008m 0.030

81 A-B 4 7 1.410 190 DNT D180 TSP15 + 0.098m 0.010

82 A-B 4 23 2.230 191 DNT D180 TSP14 + 0.290m 0.020

83 A-B 5 1 2.840 194 DNT MIX1 TSP6 + 0.006m 0.020

84 A-B 7 14 9.470 191 DNT D180 TSP15 + 0.120m 0.030

85 A-B 7 18 6.290 191 DNT D180 TSP15 + 0.129m 0.020

86 A-B 7 22 7.050 192 DNT D180 TSP16 + 0.169m 0.030

87 A-B 7 26 8.930 191 DNT D180 TSP16 + 0.096m 0.030

88 A-B 8 13 1.040 191 DNT D180 TSP16 + 0.179m 0.020

89 A-B 8 17 5.320 191 DNT D180 TSP16 + 0.090m 0.020

90 A-B 8 21 4.840 191 DNT D180 TSP14 + 0.371m 0.020

91 A-B 8 25 6.610 191 DNT D180 TSP16 + 0.209m 0.030

92 A-B 9 12 1.320 191 DNT D180 TSP16 + 0.180m 0.010

93 A-B 9 16 1.530 192 DNT MIX1 TSP15 + 0.004m 0.060

94 A-B 28 1 1.150 193 DNT D180 TSP16 + 0.207m 0.030

95 A-B 33 1 1.150 190 DNT D180 TSP1 + 0.047m 0.020

96 A-B 54 1 1.320 189 DNT D180 TSP15 + 0.195m 0.040

97 A-B 54 8 1.130 190 DNT D180 TSP15 + 0.097m 0.020

98 A-B 54 13 1.230 190 DNT D180 TSP15 + 0.099m 0.020

99 A-B 54 19 1.140 190 DNT D180 TSP16 + 0.149m 0.020

100 A-B 55 1 1.190 191 DNT D180 TSP15 + 0.082m 0.020

101 A-B 55 4 1.420 190 DNT D180 TSP15 + 0.227m 0.030

102 A-B 55 13 1.050 190 DNT D180 TSP15 + 0.103m 0.020

103 A-B 56 14 1.220 189 DNT D180 TSP15 + 0.151m 0.020

104 A-B 56 19 1.100 190 DNT D180 TSP16 + 0.146m 0.020

105 A-B 57 1 1.310 191 DNT D180 TSP16 + 0.153m 0.020

106 A-B 57 5 1.240 188 DNT D180 TSP16 + 0.099m 0.020

107 A-B 57 9 1.140 190 DNT D180 TSP16 + 0.128m 0.020

108 A-B 57 14 1.360 189 DNT D180 TSP15 + 0.117m 0.020

109 A-B 57 19 1.370 190 DNT D180 TSP15 + 0.101m 0.020

110 A-B 58 1 1.490 189 DNT D180 TSP16 + 0.153m 0.030

111 A-B 58 9 1.290 190 DNT D180 TSP16 + 0.170m 0.020

112 A-B 58 14 1.160 190 DNT D180 TSP16 + 0.159m 0.030

113 A-B 58 19 1.540 189 DNT D180 TSP16 + 0.091m 0.020

114 A-B 59 1 1.610 188 DNT D180 TSP16 + 0.078m 0.020

115 A-B 59 5 1.650 189 DNT D180 TSP16 + 0.152m 0.020

116 A-B 59 17 1.440 189 DNT D180 TSP16 + 0.162m 0.020

117 A-B 60 1 1.130 190 DNT D180 TSP15 + 0.096m 0.030

118 A-B 60 5 1.040 191 DNT D180 TSP15 + 0.094m 0.020

119 A-B 60 11 1.270 190 DNT D180 TSP16 + 0.081m 0.020

120 A-B 60 17 1.710 190 DNT D180 TSP15 + 0.123m 0.030

121 A-B 61 1 4.930 189 DNT D180 TSP4 + 0.155m 0.020

122 A-B 61 2 1.260 190 DNT D180 TSP15 + 0.085m 0.020

123 A-B 61 18 1.060 189 DNT D180 TSP15 + 0.098m 0.020

124 A-B 62 1 2.980 191 DNT D180 TSP15 + 0.115m 0.030

125 A-B 62 12 1.290 189 DNT D180 TSP16 + 0.137m 0.020

126 A-B 62 18 1.020 190 DNT D180 TSP16 + 0.104m 0.020

127 A-B 63 4 1.170 189 DNT D180 TSP15 + 0.088m 0.010

128 A-B 63 8 1.360 189 DNT D180 TSP15 + 0.092m 0.020

129 A-B 63 14 1.110 189 DNT D180 TSP15 + 0.101m 0.020

130 A-B 63 20 1.250 190 DNT D180 TSP16 + 0.091m 0.020

131 A-B 64 15 1.090 190 DNT D180 TSP15 + 0.095m 0.020

132 A-B 64 21 1.210 189 DNT D180 TSP15 + 0.106m 0.020

133 A-B 65 5 1.260 189 DNT D180 TSP15 + 0.086m 0.030

134 A-B 65 9 1.750 189 DNT D180 TSP15 + 0.120m 0.030

135 A-B 65 17 1.590 190 DNT D180 TSP16 + 0.073m 0.070

136 A-B 66 1 1.110 190 DNT D180 TSP16 + 0.090m 0.020

137 A-B 66 5 1.190 190 DNT D180 TSP15 + 0.091m 0.070

138 A-B 66 9 1.520 189 DNT D180 TSP15 + 0.103m 0.070

139 A-B 66 17 1.660 190 DNT D180 TSP15 + 0.094m 0.070

140 A-B 67 1 1.120 190 DNT D180 TSP16 + 0.092m 0.070

141 A-B 67 5 1.050 189 DNT D180 TSP16 + 0.089m 0.070

142 A-B 67 9 1.640 189 DNT D180 TSP15 + 0.145m 0.050

143 A-B 67 17 1.120 191 DNT D180 TSP16 + 0.146m 0.020

144 A-B 68 9 1.060 189 DNT D180 TSP16 + 0.166m 0.020

145 A-B 69 1 1.750 190 DNT D180 TSP16 + 0.089m 0.010

146 A-B 70 1 1.440 189 DNT D180 TSP15 + 0.120m 0.020

147 A-B 71 4 1.140 190 DNT D180 TSP15 + 0.146m 0.070

148 A-B 72 4 1.230 190 DNT D180 TSP16 + 0.134m 0.030

149 A-B 72 20 1.070 189 DNT D180 TSP16 + 0.102m 0.020

150 A-B 73 1 1.280 190 DNT D180 TSP15 + 0.179m 0.050

151 A-B 73 9 1.090 189 DNT D180 TSP15 + 0.146m 0.040

152 A-B 73 15 1.010 190 DNT D180 TSP16 + 0.100m 0.020

153 A-B 73 21 1.110 189 DNT D180 TSP15 + 0.099m 0.020

154 A-B 74 5 1.350 189 DNT D180 TSP15 + 0.194m 0.040

155 A-B 74 15 1.190 190 DNT D180 TSP16 + 0.147m 0.020

156 A-B 74 21 1.330 188 DNT D180 TSP15 + 0.155m 0.020

157 A-B 75 1 1.010 190 DNT D180 TSP16 + 0.149m 0.020

158 A-B 75 9 1.000 191 DNT D180 TSP16 + 0.158m 0.020

159 A-B 75 15 1.490 189 DNT D180 TSP15 + 0.132m 0.020

160 A-B 75 21 1.870 189 DNT D180 TSP15 + 0.130m 0.030

161 A-B 76 1 1.570 190 DNT D180 TSP15 + 0.121m 0.030

162 A-B 76 5 1.410 190 DNT D180 TSP15 + 0.123m 0.020

163 A-B 76 15 1.120 189 DNT D180 TSP16 + 0.079m 0.020

164 A-B 76 21 1.220 189 DNT D180 TSP15 + 0.097m 0.020

165 A-B 77 15 1.040 190 DNT D180 TSP15 + 0.113m 0.020

166 A-B 77 21 1.540 190 DNT D180 TSP15 + 0.110m 0.020

167 A-B 78 1 2.830 189 DNT D180 TSP15 + 0.090m 0.020

168 A-B 78 6 1.430 189 DNT D180 TSP15 + 0.115m 0.060

169 A-B 78 16 1.830 189 DNT D180 TSP15 + 0.239m 0.030

170 A-B 78 22 1.360 189 DNT D180 TSP15 + 0.127m 0.030

171 A-B 79 1 1.170 191 DNT D180 TSP15 + 0.214m 0.030

172 A-B 79 4 1.180 192 DNT D180 TSP15 + 0.230m 0.040

173 A-B 79 8 1.690 189 DNT D180 TSP15 + 0.191m 0.040

174 A-B 79 13 1.530 189 DNT D180 TSP15 + 0.254m 0.040

175 A-B 79 19 1.550 189 DNT D180 TSP15 + 0.088m 0.040

176 A-B 79 21 1.650 190 DNT D180 TSP4 + 0.077m 0.020

177 A-B 79 25 1.430 189 DNT D180 TSP16 + 0.088m 0.020

178 A-C 4 3 1.020 190 DNT D180 TSP15 + 0.108m 0.040

179 A-C 4 7 1.100 189 DNT D180 TSP15 + 0.106m 0.020

180 A-C 6 15 1.080 189 DNT D180 TSP15 + 0.109m 0.020

181 A-C 8 3 1.120 189 DNT D180 TSP16 + 0.097m 0.020

182 A-C 9 8 1.090 190 DNT D180 TSP15 + 0.110m 0.020

183 A-C 10 7 1.200 189 DNT D180 TSP15 + 0.102m 0.030

184 A-C 12 11 1.070 189 DNT D180 TSP16 + 0.102m 0.040

185 A-C 12 15 1.050 190 DNT D180 TSP16 + 0.160m 0.020

186 A-C 14 3 1.010 190 DNT D180 TSP15 + 0.094m 0.060

187 A-C 14 11 1.000 189 DNT D180 TSP16 + 0.146m 0.040

188 A-C 14 15 1.030 189 DNT D180 TSP15 + 0.101m 0.020

189 A-C 16 11 1.070 190 DNT D180 TSP16 + 0.127m 0.020

190 A-D 1 3 1.240 191 DNT D180 TSP16 + 0.151m 0.050

191 A-D 1 7 1.070 191 DNT D180 TSP16 + 0.130m 0.010

192 A-D 1 11 1.150 190 DNT D180 TSP15 + 0.089m 0.030

193 A-D 1 27 1.080 192 DNT D180 TSP15 + 0.104m 0.020

194 A-D 1 29 1.350 193 DNT D180 TSP4 + 0.088m 0.020

195 A-D 2 4 1.070 191 DNT D180 TSP15 + 0.067m 0.020

196 A-D 2 16 1.160 192 DNT D180 TSP16 + 0.154m 0.030

197 A-D 2 24 1.040 193 DNT D180 TSP15 + 0.097m 0.020

198 A-D 3 4 1.000 190 DNT D180 TSP14 + 0.243m 0.020

199 A-D 3 8 3.140 191 DNT D180 TSP16 + 0.230m 0.020

200 A-D 3 10 1.690 191 DNT D180 TSP16 + 0.120m 0.010

201 A-D 3 18 1.430 193 DNT D180 TSP15 + 0.091m 0.010

202 A-D 3 26 1.100 193 DNT D180 TSP15 + 0.092m 0.020

203 A-D 3 34 1.300 193 DNT D180 TSP16 + 0.151m 0.020

204 A-D 4 3 2.470 191 DNT D180 TSP16 + 0.382m 0.020

205 A-D 4 16 1.110 194 DNT D180 TSP15 + 0.076m 0.020

206 A-D 4 24 1.440 193 DNT D180 TSP16 + 0.156m 0.030

207 A-D 4 31 1.010 192 DNT D180 TSP16 + 0.179m 0.040

208 A-D 5 4 1.460 190 DNT D180 TSP15 + 0.067m 0.010

209 A-D 5 8 1.160 191 DNT D180 TSP15 + 0.065m 0.010

210 A-D 5 16 2.470 190 DNT D180 TSP15 + 0.182m 0.040

211 A-D 5 24 1.970 189 DNT D180 TSP15 + 0.197m 0.040

310 A-E 6 9 1.450 189 DNT D180 TSP15 + 0.164m 0.030

311 A-E 6 16 1.350 191 DNT D180 TSP15 + 0.103m 0.030

312 A-E 6 24 2.030 190 DNT D180 TSP15 + 0.086m 0.030

313 A-E 6 32 2.340 189 DNT D180 TSP15 + 0.168m 0.030

314 A-E 6 33 2.490 189 DNT D180 TSP13 + 0.410m 0.030

315 A-E 7 1 2.080 189 DNT D180 TSP15 + 0.103m 0.020

316 A-E 7 6 1.770 189 DNT D180 TSP15 + 0.176m 0.030

317 A-E 7 10 2.750 189 DNT D180 TSP15 + 0.133m 0.030

318 A-E 7 18 1.960 189 DNT D180 TSP16 + 0.145m 0.030

319 A-E 7 26 2.130 189 DNT D180 TSP15 + 0.087m 0.020

320 A-E 7 34 2.780 189 DNT D180 TSP15 + 0.097m 0.020

321 A-E 8 1 6.810 189 DNT D180 TSP15 + 0.082m 0.030

322 A-E 8 2 2.040 189 DNT D180 TSP16 + 0.081m 0.030

323 A-E 8 6 2.970 190 DNT D180 TSP15 + 0.201m 0.030

212 A-D 5 32 1.780 190 DNT D180 TSP15 + 0.142m 0.030

213 A-D 6 4 1.140 191 DNT D180 TSP16 + 0.125m 0.020

214 A-D 6 8 1.070 191 DNT D180 TSP15 + 0.081m 0.020

215 A-D 6 16 2.000 190 DNT D180 TSP15 + 0.132m 0.030

216 A-D 6 24 1.740 190 DNT D180 TSP15 + 0.111m 0.020

217 A-D 6 32 2.230 189 DNT D180 TSP15 + 0.140m 0.020

218 A-D 7 1 6.020 189 DNT D180 TSP14 + 0.468m 0.020

219 A-D 7 5 1.610 190 DNT D180 TSP16 + 0.132m 0.010

220 A-D 7 9 1.020 191 DNT D180 TSP15 + 0.072m 0.010

221 A-D 7 15 1.480 190 DNT D180 TSP16 + 0.132m 0.010

222 A-D 7 23 2.420 190 DNT D180 TSP15 + 0.097m 0.010

223 A-D 7 31 2.280 190 DNT D180 TSP16 + 0.091m 0.020

224 A-D 8 5 1.580 190 DNT D180 TSP15 + 0.080m 0.020

225 A-D 8 9 1.170 191 DNT D180 TSP16 + 0.122m 0.010

226 A-D 8 17 2.030 191 DNT D180 TSP15 + 0.147m 0.030

227 A-D 8 25 2.030 190 DNT D180 TSP15 + 0.105m 0.010

228 A-D 8 33 2.050 190 DNT D180 TSP15 + 0.087m 0.030

229 A-D 9 15 1.010 190 DNT D180 TSP15 + 0.082m 0.020

230 A-D 9 23 1.320 191 DNT D180 TSP15 + 0.112m 0.020

231 A-D 9 31 1.430 190 DNT D180 TSP15 + 0.146m 0.030

232 A-D 10 20 1.630 190 DNT D180 TSP15 + 0.104m 0.020

233 A-D 10 28 1.420 190 DNT D180 TSP15 + 0.154m 0.020

234 A-D 11 1 1.520 189 DNT D180 TSP14 + 0.419m 0.010

235 A-D 11 3 1.180 191 DNT D180 TSP16 + 0.136m 0.010

236 A-D 11 5 1.970 190 DNT D180 TSP14 + 0.268m 0.010

237 A-D 11 9 1.070 193 DNT D180 TSP16 + 0.128m 0.010

238 A-D 11 12 1.280 190 DNT D180 TSP15 + 0.103m 0.020

239 A-D 11 15 1.060 191 DNT D180 TSP15 + 0.095m 0.010

240 A-D 11 17 5.170 190 DNT D180 TSP15 + 0.123m 0.020

241 A-D 11 22 1.120 190 DNT D180 TSP15 + 0.118m 0.010

242 A-D 11 25 2.370 191 DNT D180 TSP15 + 0.143m 0.020

243 A-D 11 33 3.370 190 DNT D180 TSP15 + 0.170m 0.020

244 A-D 12 1 2.620 190 DNT D180 TSP14 + 0.506m 0.010

245 A-D 12 5 1.480 190 DNT D180 TSP15 + 0.062m 0.010

246 A-D 12 9 1.640 190 DNT D180 TSP16 + 0.137m 0.010

247 A-D 12 14 2.990 190 DNT D180 TSP16 + 0.150m 0.020

248 A-D 12 22 1.980 190 DNT D180 TSP15 + 0.170m 0.020

249 A-D 12 30 1.480 191 DNT D180 TSP15 + 0.095m 0.010

250 A-D 13 1 1.930 189 DNT D180 TSP14 + 0.491m 0.010

251 A-D 13 5 1.360 190 DNT D180 TSP16 + 0.140m 0.010

252 A-D 13 13 3.890 191 DNT D180 TSP16 + 0.134m 0.010

253 A-D 13 14 2.190 189 DNT D180 TSP15 + 0.112m 0.010

254 A-D 13 25 1.760 190 DNT D180 TSP15 + 0.172m 0.020

255 A-D 13 33 1.250 191 DNT D180 TSP16 + 0.164m 0.060

256 A-D 14 1 1.180 190 DNT D180 TSP14 + 0.300m 0.010

257 A-D 14 22 2.180 191 DNT D180 TSP4 + 0.074m 0.020

258 A-D 15 6 1.300 191 DNT D180 TSP16 + 0.128m 0.010

259 A-D 15 10 1.710 189 DNT D180 TSP16 + 0.205m 0.010

260 A-D 15 16 1.270 190 DNT D180 TSP15 + 0.073m 0.060

261 A-D 16 6 1.390 189 DNT D180 TSP15 + 0.167m 0.010

262 A-D 16 13 1.280 191 DNT D180 TSP15 + 0.062m 0.010

263 A-D 16 17 1.960 190 DNT D180 TSP15 + 0.122m 0.020

264 A-D 16 21 1.400 191 DNT D180 TSP16 + 0.157m 0.020

265 A-D 18 12 1.580 193 DNT D180 TSP15 + 0.126m 0.020

266 A-D 18 17 1.370 189 DNT D180 TSP15 + 0.206m 0.020

267 A-D 19 9 1.270 189 DNT D180 TSP15 + 0.447m 0.090

268 A-D 23 9 1.460 193 DNT D180 TSP15 + 0.086m 0.020

269 A-D 24 1 2.030 193 DNT D180 TSP15 + 0.101m 0.080

270 A-D 24 18 1.130 191 DNT D180 TSP15 + 0.170m 0.020

271 A-D 25 23 1.330 189 DNT D180 TSP15 + 0.120m 0.020

272 A-D 27 1 1.000 193 DNT D180 TSP14 + 0.433m 0.020

273 A-D 28 9 3.390 193 DNT D180 TSP15 + 0.278m 0.030

274 A-D 28 14 1.020 190 DNT MIX1 TSP1 + 0.012m 0.020

275 A-D 28 21 1.010 190 DNT D180 TSP15 + 0.218m 0.030

276 A-E 1 1 1.350 190 DNT D180 TSP15 + 0.090m 0.070

277 A-E 1 4 1.070 190 DNT D180 TSP15 + 0.128m 0.070

278 A-E 1 8 1.600 191 DNT D180 TSP15 + 0.175m 0.030

279 A-E 1 16 1.620 189 DNT D180 TSP15 + 0.159m 0.030

280 A-E 1 24 1.130 190 DNT D180 TSP16 + 0.116m 0.020

281 A-E 1 32 1.410 188 DNT D180 TSP15 + 0.127m 0.030

282 A-E 2 1 1.040 190 DNT D180 TSP15 + 0.156m 0.030

283 A-E 2 4 1.100 189 DNT D180 TSP4 + 0.101m 0.020

284 A-E 2 5 1.530 190 DNT D180 TSP15 + 0.129m 0.030

285 A-E 2 9 1.310 191 DNT D180 TSP15 + 0.216m 0.040

286 A-E 2 12 2.070 189 DNT D180 TSP16 + 0.118m 0.020

287 A-E 2 17 2.230 190 DNT D180 TSP4 + 0.070m 0.010

288 A-E 2 20 2.310 189 DNT D180 TSP15 + 0.115m 0.030

289 A-E 2 28 1.400 190 DNT D180 TSP16 + 0.149m 0.010

290 A-E 2 36 1.270 189 DNT D180 TSP16 + 0.126m 0.030

291 A-E 3 1 1.420 191 DNT D180 TSP15 + 0.238m 0.030

292 A-E 3 5 1.160 190 DNT D180 TSP15 + 0.105m 0.020

293 A-E 3 9 1.910 189 DNT D180 TSP15 + 0.193m 0.060

294 A-E 3 17 1.730 189 DNT D180 TSP16 + 0.145m 0.020

295 A-E 3 25 2.060 189 DNT D180 TSP16 + 0.121m 0.020

296 A-E 3 33 1.720 188 DNT D180 TSP15 + 0.087m 0.030

297 A-E 4 9 2.730 190 DNT D180 TSP15 + 0.121m 0.030

298 A-E 4 11 1.540 190 DNT D180 TSP15 + 0.155m 0.030

299 A-E 4 19 1.350 190 DNT D180 TSP16 + 0.146m 0.030

300 A-E 4 27 2.010 188 DNT D180 TSP16 + 0.089m 0.030

301 A-E 4 35 1.640 189 DNT D180 TSP15 + 0.083m 0.010

302 A-E 5 1 1.380 191 DNT D180 TSP15 + 0.115m 0.030

303 A-E 5 5 1.480 191 DNT D180 TSP15 + 0.196m 0.030

304 A-E 5 9 2.610 190 DNT D180 TSP15 + 0.123m 0.030

305 A-E 5 17 2.500 188 DNT D180 TSP16 + 0.156m 0.030

306 A-E 5 25 2.100 188 DNT D180 TSP16 + 0.090m 0.030

307 A-E 5 33 1.830 189 DNT D180 TSP16 + 0.094m 0.030

308 A-E 6 1 1.250 189 DNT D180 TSP16 + 0.144m 0.030

309 A-E 6 5 1.050 191 DNT D180 TSP15 + 0.136m 0.030

324 A-E 8 10 2.230 190 DNT D180 TSP15 + 0.128m 0.030

325 A-E 8 15 2.280 190 DNT D180 TSP15 + 0.181m 0.030

326 A-E 8 23 2.100 189 DNT D180 TSP15 + 0.098m 0.030

327 A-E 8 31 2.530 189 DNT D180 TSP15 + 0.092m 0.030

328 A-E 9 1 1.790 190 DNT D180 TSP15 + 0.074m 0.020

329 A-E 9 4 1.850 189 DNT D180 TSP15 + 0.177m 0.040

330 A-E 9 8 1.630 189 DNT D180 TSP15 + 0.153m 0.030

331 A-E 9 12 2.470 189 DNT D180 TSP15 + 0.142m 0.050

332 A-E 9 20 2.260 189 DNT D180 TSP15 + 0.095m 0.030

333 A-E 9 28 1.520 190 DNT D180 TSP16 + 0.163m 0.030

334 A-E 9 36 1.600 191 DNT D180 TSP16 + 0.082m 0.010

335 A-E 10 1 1.800 191 DNT D180 TSP15 + 0.097m 0.010

336 A-E 10 5 2.240 189 DNT D180 TSP15 + 0.144m 0.030

337 A-E 10 9 1.600 191 DNT D180 TSP15 + 0.206m 0.030

338 A-E 10 13 3.070 189 DNT D180 TSP15 + 0.162m 0.030

339 A-E 10 16 3.090 190 DNT D180 TSP15 + 0.116m 0.020

340 A-E 10 24 3.800 189 DNT D180 TSP16 + 0.156m 0.020

341 A-E 10 32 4.370 189 DNT D180 TSP15 + 0.097m 0.020

342 A-E 11 1 2.270 191 DNT D180 TSP15 + 0.105m 0.020

343 A-E 11 5 2.070 191 DNT D180 TSP15 + 0.209m 0.040

344 A-E 11 9 3.030 189 DNT D180 TSP15 + 0.170m 0.030

345 A-E 11 13 2.960 189 DNT D180 TSP15 + 0.176m 0.020

346 A-E 11 16 3.280 189 DNT D180 TSP15 + 0.094m 0.010

347 A-E 11 19 1.650 190 DNT D180 TSP15 + 0.076m 0.010

348 A-E 11 24 2.560 189 DNT D180 TSP15 + 0.098m 0.010

349 A-E 11 27 1.210 189 DNT D180 TSP15 + 0.073m 0.010

350 A-E 11 32 2.320 190 DNT D180 TSP16 + 0.159m 0.020

351 A-E 11 35 1.110 189 DNT D180 TSP16 + 0.077m 0.010

352 A-E 12 1 1.120 189 DNT D180 TSP15 + 0.172m 0.020

353 A-E 12 4 1.330 190 DNT D180 TSP15 + 0.161m 0.020

354 A-E 12 5 1.120 190 DNT D180 TSP15 + 0.194m 0.020

355 A-E 12 8 1.670 190 DNT D180 TSP16 + 0.066m 0.020

356 A-E 12 9 1.040 191 DNT D180 TSP15 + 0.165m 0.020

357 A-E 12 12 2.140 188 DNT D180 TSP15 + 0.126m 0.010

358 A-E 12 13 3.760 190 DNT D180 TSP15 + 0.133m 0.020

359 A-E 12 15 1.290 189 DNT D180 TSP15 + 0.254m 0.020

360 A-E 12 18 2.030 190 DNT D180 TSP15 + 0.092m 0.010

361 A-E 12 21 1.220 188 DNT D180 TSP15 + 0.140m 0.020

