ID,Zone,Row,Col,Volts,Deg.,Depth,Side,Eval,Channel,Location,Extent
283,A-E,2,4,1.1,189,DNT,D180,TSP4+0.101m,0.020,,
284,A-E,2,5,1.53,190,DNT,D180,TSP15+0.129m,0.030,,
285,A-E,2,9,1.31,191,DNT,D180,TSP15+0.216m,0.040,,
286,A-E,2,12,2.07,189,DNT,D180,TSP16+0.118m,0.020,,
287,A-E,2,17,2.23,190,DNT,D180,TSP4+0.070m,0.010,,
288,A-E,2,20,2.31,189,DNT,D180,TSP15+0.115m,0.030,,
289,A-E,2,28,1.4,190,DNT,D180,TSP16+0.149m,0.010,,
290,A-E,2,36,1.27,189,DNT,D180,TSP16+0.126m,0.030,,
291,A-E,3,1,1.42,191,DNT,D180,TSP15+0.238m,0.030,,
292,A-E,3,5,1.16,190,DNT,D180,TSP15+0.105m,0.020,,
293,A-E,3,9,1.91,189,DNT,D180,TSP15+0.193m,0.060,,
294,A-E,3,17,1.73,189,DNT,D180,TSP16+0.145m,0.020,,
295,A-E,3,25,2.06,189,DNT,D180,TSP16+0.121m,0.020,,
296,A-E,3,33,1.72,188,DNT,D180,TSP15+0.087m,0.030,,
297,A-E,4,9,2.73,190,DNT,D180,TSP15+0.121m,0.030,,
298,A-E,4,11,1.54,190,DNT,D180,TSP15+0.155m,0.030,,
299,A-E,4,19,1.35,190,DNT,D180,TSP16+0.146m,0.030,,
300,A-E,4,27,2.01,188,DNT,D180,TSP16+0.089m,0.030,,
301,A-E,4,35,1.64,189,DNT,D180,TSP15+0.083m,0.010,,
302,A-E,5,1,1.38,191,DNT,D180,TSP15+0.115m,0.030,,
303,A-E,5,5,1.48,191,DNT,D180,TSP15+0.196m,0.030,,
304,A-E,5,9,2.61,190,DNT,D180,TSP15+0.123m,0.030,,
305,A-E,5,17,2.5,188,DNT,D180,TSP16+0.156m,0.030,,
306,A-E,5,25,2.1,188,DNT,D180,TSP16+0.090m,0.030,,
307,A-E,5,33,1.83,189,DNT,D180,TSP16+0.094m,0.030,,
308,A-E,6,1,1.25,189,DNT,D180,TSP16+0.144m,0.030,,
309,A-E,6,5,1.05,191,DNT,D180,TSP15+0.136m,0.030,,
324,A-E,8,10,2.23,190,DNT,D180,TSP15+0.128m,0.030,,
325,A-E,8,15,2.28,190,DNT,D180,TSP15+0.181m,0.030,,
326,A-E,8,23,2.1,189,DNT,D180,TSP15+0.098m,0.030,,
327,A-E,8,31,2.53,189,DNT,D180,TSP15+0.092m,0.030,,
328,A-E,9,1,1.79,190,DNT,D180,TSP15+0.074m,0.020,,
329,A-E,9,4,1.85,189,DNT,D180,TSP15+0.177m,0.040,,
330,A-E,9,8,1.63,189,DNT,D180,TSP15+0.153m,0.030,,
331,A-E,9,12,2.47,189,DNT,D180,TSP15+0.142m,0.050,,
332,A-E,9,20,2.26,189,DNT,D180,TSP15+0.095m,0.030,,
333,A-E,9,28,1.52,190,DNT,D180,TSP16+0.163m,0.030,,
334,A-E,9,36,1.6,191,DNT,D180,TSP16+0.082m,0.010,,
335,A-E,10,1,1.8,191,DNT,D180,TSP15+0.097m,0.010,,
336,A-E,10,5,2.24,189,DNT,D180,TSP15+0.144m,0.030,,
337,A-E,10,9,1.6,191,DNT,D180,TSP15+0.206m,0.030,,
338,A-E,10,13,3.07,189,DNT,D180,TSP15+0.162m,0.030,,
339,A-E,10,16,3.09,190,DNT,D180,TSP15+0.116m,0.020,,
340,A-E,10,24,3.8,189,DNT,D180,TSP16+0.156m,0.020,,
341,A-E,10,32,4.37,189,DNT,D180,TSP15+0.097m,0.020,,
342,A-E,11,1,2.27,191,DNT,D180,TSP15+0.105m,0.020,,
343,A-E,11,5,2.07,191,DNT,D180,TSP15+0.209m,0.040,,
344,A-E,11,9,3.03,189,DNT,D180,TSP15+0.170m,0.030,,
345,A-E,11,13,2.96,189,DNT,D180,TSP15+0.176m,0.020,,
346,A-E,11,16,3.28,189,DNT,D180,TSP15+0.094m,0.010,,
347,A-E,11,19,1.65,190,DNT,D180,TSP15+0.076m,0.010,,
348,A-E,11,24,2.56,189,DNT,D180,TSP15+0.098m,0.010,,
349,A-E,11,27,1.21,189,DNT,D180,TSP15+0.073m,0.010,,
350,A-E,11,32,2.32,190,DNT,D180,TSP16+0.159m,0.020,,
351,A-E,11,35,1.11,189,DNT,D180,TSP16+0.077m,0.010,,
352,A-E,12,1,1.12,189,DNT,D180,TSP15+0.172m,0.020,,
353,A-E,12,4,1.33,190,DNT,D180,TSP15+0.161m,0.020,,
354,A-E,12,5,1.12,190,DNT,D180,TSP15+0.194m,0.020,,
355,A-E,12,8,1.67,190,DNT,D180,TSP16+0.066m,0.020,,
356,A-E,12,9,1.04,191,DNT,D180,TSP15+0.165m,0.020,,
357,A-E,12,12,2.14,188,DNT,D180,TSP15+0.126m,0.010,,
358,A-E,12,13,3.76,190,DNT,D180,TSP15+0.133m,0.020,,
359,A-E,12,15,1.29,189,DNT,D180,TSP15+0.254m,0.020,,
360,A-E,12,18,2.03,190,DNT,D180,TSP15+0.092m,0.010,,
361,A-E,12,21,1.22,188,DNT,D180,TSP15+0.140m,0.020,,
362,A-E,12,26,1.95,191,DNT,D180,TSP16+0.170m,0.040,,
363,A-E,12,34,1.84,189,DNT,D180,TSP15+0.087m,0.020,,
364,A-E,13,1,1.28,189,DNT,D180,TSP15+0.137m,0.020,,
365,A-E,13,4,2.69,188,DNT,D180,TSP15+0.146m,0.020,,
366,A-E,13,5,1.03,190,DNT,D180,TSP15+0.189m,0.020,,
367,A-E,13,8,2.28,188,DNT,D180,TSP15+0.128m,0.020,,
368,A-E,13,9,1.05,190,DNT,D180,TSP15+0.161m,0.020,,
369,A-E,13,12,1.4,189,DNT,D180,TSP15+0.088m,0.010,,
370,A-E,13,13,3.28,191,DNT,D180,TSP15+0.135m,0.020,,
