ID Zone Row Col Volts Deg. Depth Side Eval Channel Location Extent
97 B-B 44 13 1.780 190 DNT D180 TSP15 + 0.093m 0.010

98 B-B 44 18 1.290 190 DNT D180 TSP16 + 0.149m 0.010

99 B-B 44 24 1.010 191 DNT D180 TSP15 + 0.086m 0.010

100 B-B 45 3 1.580 190 DNT D180 TSP16 + 0.162m 0.020

101 B-B 45 9 1.340 191 DNT D180 TSP15 + 0.120m 0.010

102 B-B 45 13 1.370 190 DNT D180 TSP15 + 0.104m 0.010

103 B-B 45 17 1.030 191 DNT D180 TSP15 + 0.098m 0.010

104 B-B 45 23 1.070 191 DNT D180 TSP16 + 0.145m 0.020

105 B-B 46 14 3.770 191 DNT D180 TSP4 + 0.072m 0.020

106 B-B 46 17 2.130 191 DNT D180 TSP4 + 0.091m 0.060

107 B-B 47 2 1.370 190 DNT D180 TSP4 + 0.106m 0.020

108 B-B 47 7 2.410 190 DNT D180 TSP5 + 0.323m 0.010

109 B-B 48 18 1.130 191 DNT D180 TSP8 + 0.085m 0.010

110 B-B 55 16 1.370 190 DNT D180 TEO + 0.469m 0.010

111 B-B 60 17 1.250 190 DNT D180 TSP16 + 0.177m 0.020

112 B-B 61 1 2.360 191 DNT D180 TSP16 + 0.184m 0.020

113 B-B 62 1 2.240 190 DNT D180 TSP15 + 0.082m 0.010

114 B-B 65 5 1.010 191 DNT D180 TSP15 + 0.114m 0.020

115 B-B 65 9 1.590 191 DNT D180 TSP15 + 0.094m 0.070

116 B-B 65 17 1.950 191 DNT D180 TSP16 + 0.169m 0.050

117 B-B 66 9 1.320 191 DNT D180 TSP16 + 0.163m 0.020

118 B-B 66 17 1.660 191 DNT D180 TSP15 + 0.117m 0.020

119 B-B 68 9 1.120 191 DNT D180 TSP16 + 0.188m 0.030

120 B-B 68 17 1.030 191 DNT D180 TSP16 + 0.174m 0.060

121 B-B 69 1 2.540 191 DNT D180 TSP16 + 0.178m 0.060

122 B-B 69 11 2.430 191 DNT D180 TSP4 + 0.100m 0.020

123 B-B 70 1 2.140 190 DNT D180 TSP16 + 0.167m 0.020

124 B-B 72 6 1.390 190 DNT D180 TSP4 + 0.107m 0.030

125 B-B 76 13 1.020 189 DNT D180 TSP10 + 0.223m 0.010

126 B-B 77 20 1.900 189 DNT D180 TSP12 + 0.087m 0.010

127 B-B 79 1 1.220 190 DNT D180 TSP15 + 0.117m 0.020

128 B-C 2 2 1.480 191 DNT D180 TSP16 + 0.305m 0.030

129 B-C 2 3 1.640 191 DNT MIX1 TSP14 + 0.023m 0.020

130 B-C 2 6 1.580 191 DNT D180 TSP14 + 0.350m 0.010

131 B-D 1 26 1.090 191 DNT MIX1 TSP16 + 0.004m 0.020

132 B-D 1 28 1.740 192 DNT MIX1 TSP16 + 0.005m 0.020

133 B-D 2 28 1.020 192 DNT MIX1 TSP16 + 0.004m 0.020

134 B-D 3 26 1.730 191 DNT MIX1 TSP16 + 0.007m 0.020

135 B-D 3 34 1.290 192 DNT D180 TSP16 + 0.206m 0.030

136 B-D 8 33 1.240 192 DNT D180 TSP15 + 0.141m 0.020

137 B-D 10 1 3.300 188 DNT D180 TSP16 + 0.019m 0.010

138 B-D 16 13 1.910 190 DNT D180 TSP16 + 0.167m 0.010

139 B-D 16 17 4.330 190 DNT D180 TSP15 + 0.094m 0.010

140 B-D 16 18 1.850 187 DNT D180 TEO + 0.842m 0.030

141 B-D 17 14 2.140 191 DNT D180 TSP15 + 0.084m 0.010

142 B-D 17 18 2.070 189 DNT D180 TSP16 + 0.090m 0.010

143 B-D 17 22 2.660 190 DNT D180 TSP16 + 0.157m 0.010

144 B-D 17 26 3.590 191 DNT D180 TSP16 + 0.094m 0.020

145 B-D 18 13 1.190 194 DNT D180 TSP15 + 0.094m 0.010

146 B-D 18 17 2.390 191 DNT D180 TSP16 + 0.146m 0.010

147 B-D 18 20 1.740 191 DNT D180 TSP16 + 0.121m 0.010

148 B-D 18 25 1.610 190 DNT D180 TSP15 + 0.118m 0.020

149 B-D 18 29 2.110 191 DNT D180 TSP16 + 0.185m 0.010

150 B-D 19 1 9.250 188 DNT D180 TSP11 + 0.200m 0.020

151 B-D 19 17 2.700 190 DNT D180 TSP15 + 0.096m 0.020

152 B-D 19 21 1.790 190 DNT D180 TSP15 + 0.109m 0.010

153 B-D 19 25 1.830 190 DNT D180 TSP16 + 0.179m 0.030

154 B-D 19 29 2.240 192 DNT D180 TSP16 + 0.128m 0.020

155 B-D 20 21 2.300 190 DNT D180 TSP15 + 0.107m 0.010

156 B-D 20 25 1.730 189 DNT D180 TSP15 + 0.107m 0.020

157 B-D 20 29 1.870 192 DNT D180 TSP15 + 0.119m 0.020

158 B-D 21 2 2.010 189 DNT D180 TEO + 0.787m 0.060

159 B-D 21 12 1.660 191 DNT D180 TSP15 + 0.118m 0.030

160 B-D 21 16 1.150 190 DNT D180 TSP15 + 0.236m 0.030

161 B-D 21 20 1.470 189 DNT D180 TSP15 + 0.070m 0.010

162 B-D 21 24 1.410 190 DNT D180 TSP16 + 0.174m 0.020

163 B-D 21 28 1.460 192 DNT D180 TSP16 + 0.146m 0.010

164 B-D 22 15 1.250 191 DNT D180 TSP16 + 0.081m 0.010

165 B-D 22 27 2.530 190 DNT D180 TSP15 + 0.221m 0.020

166 B-D 23 10 1.280 190 DNT D180 TSP16 + 0.109m 0.010

167 B-D 23 14 1.650 190 DNT D180 TSP16 + 0.080m 0.010

168 B-D 23 30 1.100 192 DNT D180 TSP16 + 0.141m 0.010

169 B-D 24 1 3.050 190 DNT D180 TSP8 + 0.118m 0.010

170 B-D 24 10 1.600 191 DNT D180 TSP15 + 0.100m 0.010

171 B-D 24 18 1.500 190 DNT D180 TSP16 + 0.156m 0.010

172 B-D 24 22 1.680 189 DNT D180 TSP15 + 0.097m 0.020

173 B-D 25 3 1.250 191 DNT D180 TSP15 + 0.080m 0.020

174 B-D 26 5 7.550 188 DNT D180 TSP16 + 0.051m 0.030

175 B-D 26 7 4.280 188 DNT MIX1 TSP16 + 0.015m 0.020

176 B-D 26 11 7.550 189 DNT D180 TSP15 + 0.085m 0.010

177 B-D 26 13 1.600 190 DNT D180 TSP4 + 0.145m 0.030

178 B-D 26 15 13.580 188 DNT D180 TSP16 + 0.791m 0.020

179 B-D 26 20 6.190 190 DNT MIX1 TSP16 + 0.003m 0.010

180 B-D 26 24 7.350 191 DNT D180 TSP16 + 0.170m 0.020

181 B-D 27 5 11.600 188 DNT D180 TSP15 + 0.397m 0.080

182 B-D 27 18 1.460 189 DNT MIX1 TSP9 + 0.000m 0.020

183 B-D 27 21 6.800 191 DNT MIX1 TSP16 + 0.007m 0.020

184 B-D 28 5 6.250 190 DNT D180 TSP16 + 0.154m 0.010

185 B-D 28 18 8.720 189 DNT MIX1 TSP9 + 0.008m 0.050

186 B-E 1 1 1.300 192 DNT D180 TSP15 + 0.280m 0.020

187 B-E 1 8 1.520 191 DNT D180 TSP15 + 0.148m 0.020

188 B-E 1 16 1.530 190 DNT D180 TSP16 + 0.122m 0.010

189 B-E 1 24 1.260 189 DNT D180 TSP16 + 0.178m 0.010

190 B-E 1 32 1.440 191 DNT D180 TSP16 + 0.166m 0.030

191 B-E 2 9 1.210 192 DNT D180 TSP16 + 0.134m 0.020

192 B-E 2 12 1.440 191 DNT D180 TSP16 + 0.208m 0.020

193 B-E 2 20 1.490 190 DNT D180 TSP16 + 0.173m 0.020

194 B-E 2 28 1.560 190 DNT D180 TSP15 + 0.116m 0.020

195 B-E 2 36 1.260 189 DNT D180 TSP16 + 0.173m 0.030

196 B-E 3 9 1.480 191 DNT D180 TSP16 + 0.202m 0.030

197 B-E 3 17 1.300 190 DNT D180 TSP16 + 0.176m 0.060

198 B-E 3 25 1.260 189 DNT D180 TSP16 + 0.169m 0.060

199 B-E 3 33 1.400 190 DNT D180 TSP15 + 0.103m 0.020

200 B-E 4 9 2.480 191 DNT D180 TSP16 + 0.202m 0.030

201 B-E 4 11 1.140 192 DNT D180 TSP16 + 0.201m 0.030

202 B-E 4 19 1.390 189 DNT D180 TSP15 + 0.106m 0.060

203 B-E 4 27 1.220 190 DNT D180 TSP15 + 0.107m 0.080

204 B-E 4 35 1.040 190 DNT D180 TSP15 + 0.139m 0.020

205 B-E 5 25 1.300 190 DNT D180 TSP16 + 0.158m 0.030

206 B-E 5 33 1.170 189 DNT D180 TSP16 + 0.170m 0.020

207 B-E 8 9 4.320 192 DNT D180 TSP15 + 0.116m 0.020

208 B-E 8 15 3.300 191 DNT D180 TSP15 + 0.105m 0.010

209 B-E 8 18 4.160 190 DNT D180 TSP15 + 0.101m 0.020

210 B-E 14 8 1.460 191 DNT D180 TSP16 + 0.071m 0.020

211 B-E 16 5 1.050 191 DNT D180 TSP16 + 0.146m 0.020

212 B-E 16 9 1.090 190 DNT D180 TSP16 + 0.175m 0.010

213 B-E 16 20 1.160 189 DNT D180 TSP15 + 0.086m 0.010

214 B-E 16 28 1.510 190 DNT D180 TSP16 + 0.068m 0.010

215 B-E 17 7 1.480 192 DNT D180 TSP16 + 0.177m 0.020

216 B-E 17 25 1.270 187 DNT D180 TSP15 + 0.338m 0.010

217 B-E 17 29 1.580 188 DNT D180 TSP15 + 0.104m 0.010

218 B-E 17 33 1.140 189 DNT D180 TSP15 + 0.083m 0.020

219 B-E 18 24 1.280 192 DNT MIX1 TSP15 + 0.008m 0.010

220 B-E 18 32 1.660 189 DNT D180 TSP15 + 0.060m 0.010

221 B-E 19 16 2.070 191 DNT D180 TSP16 + 0.157m 0.010

222 B-E 19 19 1.300 188 DNT D180 TSP3 + 0.047m 0.020

223 B-E 19 20 1.190 189 DNT D180 TSP15 + 0.088m 0.010

224 B-E 19 23 1.100 190 DNT D180 TSP15 + 0.091m 0.010

225 B-E 19 28 8.150 190 DNT D180 TEO + 0.325m 0.040

226 B-E 19 32 1.740 189 DNT D180 TSP16 + 0.137m 0.020

227 B-E 20 8 1.160 193 DNT D180 TSP16 + 0.146m 0.010

228 B-E 20 12 1.060 192 DNT D180 TSP16 + 0.144m 0.020

229 B-E 20 20 1.640 189 DNT D180 TSP16 + 0.124m 0.020

230 B-E 20 24 1.330 189 DNT D180 TSP16 + 0.112m 0.010

231 B-E 20 28 1.240 188 DNT D180 TSP15 + 0.072m 0.030

232 B-E 20 32 1.090 192 DNT D180 TSP16 + 0.122m 0.020

233 B-E 21 8 1.490 192 DNT D180 TSP15 + 0.213m 0.020

234 B-E 21 15 1.430 191 DNT D180 TSP16 + 0.129m 0.010

235 B-E 21 19 1.130 189 DNT D180 TSP16 + 0.114m 0.010

236 B-E 21 31 1.120 189 DNT D180 TSP15 + 0.064m 0.010

237 B-E 22 18 1.270 189 DNT D180 TSP15 + 0.065m 0.010

238 B-E 22 22 3.590 187 DNT D180 TSP15 + 0.155m 0.030

239 B-E 22 30 1.250 191 DNT D180 TSP16 + 0.117m 0.020

240 B-E 23 4 1.200 189 DNT D180 TSP15 + 0.068m 0.020

241 B-E 23 13 1.610 190 DNT D180 TSP16 + 0.137m 0.060

242 B-E 23 21 1.020 191 DNT D180 TSP16 + 0.068m 0.060

243 B-E 23 25 1.090 190 DNT D180 TSP16 + 0.113m 0.010

244 B-E 23 29 1.430 192 DNT D180 TSP16 + 0.138m 0.010

245 B-E 24 9 1.180 190 DNT D180 TSP15 + 0.076m 0.020

246 B-E 24 13 1.130 191 DNT D180 TSP15 + 0.088m 0.010

247 B-E 24 29 1.240 190 DNT D180 TSP16 + 0.134m 0.010

248 B-E 25 6 1.370 191 DNT D180 TSP15 + 0.085m 0.020

249 B-E 25 22 1.490 190 DNT D180 TSP16 + 0.126m 0.070

250 B-E 25 26 1.490 189 DNT D180 TSP16 + 0.076m 0.020

251 B-E 25 30 1.300 191 DNT D180 TSP16 + 0.137m 0.010

252 B-E 25 33 1.150 188 DNT D180 TSP15 + 0.031m 0.010

253 B-E 26 4 1.130 190 DNT D180 TSP4 + 0.144m 0.030

254 B-E 26 7 5.130 190 DNT D180 TSP15 + 0.089m 0.020

255 B-E 26 10 2.000 191 DNT D180 TSP16 + 0.135m 0.020

256 B-E 26 18 7.000 190 DNT D180 TSP16 + 0.184m 0.020

257 B-E 26 21 5.130 189 DNT D180 TSP12 + 0.144m 0.020

258 B-E 26 22 4.480 189 DNT D180 TSP12 + 0.142m 0.030

259 B-E 26 26 4.650 190 DNT D180 TSP16 + 0.070m 0.010

260 B-E 26 30 4.720 190 DNT D180 TSP15 + 0.135m 0.010

261 B-E 27 4 5.020 190 DNT D180 TSP16 + 0.228m 0.030

262 B-E 27 8 3.640 191 DNT D180 TSP16 + 0.161m 0.010

263 B-E 28 4 4.510 191 DNT D180 TSP16 + 0.186m 0.020

264 B-E 28 8 5.880 190 DNT D180 TSP16 + 0.224m 0.020

265 B-F 1 1 3.720 191 DNT D180 TSP16 + 0.151m 0.010

266 B-F 1 5 1.070 191 DNT D180 TSP16 + 0.142m 0.010



